Rank,Name,,Country,Qualification,Semi-Final,Final,event_name,date,gender
9,AKIYO,NOGUCHI,JPN,top  1. | 40   3. [5.48],41+,,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Women
9,MOMOKA,ODA,JPN,top  1. | 40   3. [5.48],41+,,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Women
11,CHRISTINE,SCHRANZ,AUT,40   10. | 39+  12. [11.18],41+,,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Women
12,ALEXANDRA,EYER,SUI,35   15. | 34   19. [16.88],41+,,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Women
13,CHARLOTTE,DURIF,FRA,top  1. | 39   14. [8.51],41-,,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Women
14,ALIZÉE,DUFRAISSE,FRA,38   11. | 40-  10. [10.75],40.1,,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Women
15,BARBARA,BACHER,AUT,31-  18. | 37+  16. [17.20],35,,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Women
16,HÉLÈNE,JANICOT,FRA,32-  16. | 36+  17. [16.49],33-,,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Women
17,SOL,SA,KOR,35+  13. | 40   3. [9.00],29-,,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Women
18,WOON-SEON,SHIN,KOR,37-  12. | 39   14. [13.19],27-,,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Women
19,RISA,OTA,JPN,30   20. | 31   21. [20.49],21,,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Women
20,AZUMI,IIDA,JPN,24-  21. | 29   22. [22.25],21-,,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Women
21,XUHUA,PAN,CHN,24-  21. | 25   24. [23.24],21-,,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Women
22,YUKA,KOBAYASHI,JPN,top  1. | 40   3. [5.48],16-,,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Women
23,YUKO,SAKAKIBARA,JPN,24-  21. | 31+  20. [21.21],16-,,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Women
24,YOUN A,KIM,KOR,23+  25. | 27-  23. [23.98],16-,,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Women
25,HANNARAI,SONG,KOR,24-  21. | 17-  26. [24.19],16-,,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Women
26,JIHYEON,JEONG,KOR,23-  26. | 15   28. [26.98],10-,,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Women
27,MINYOUNG,HA,KOR,21   27. | 15+  27. [27.25],,,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Women
28,SARAH,GILMOUR,NZL,19   31. | 19+  25. [27.84],,,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Women
29,YOUNGHEE,KIM,KOR,21   27. | 14+  29. [28.48],,,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Women
30,AMANDA,SPEED,NZL,20-  30. | 14+  29. [29.75],,,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Women
31,HYOJUNG,KIM,KOR,21-  29. | 14   31. [30.22],,,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Women
32,EUNJOUNG,YANG,KOR,18   32. | 14   31. [31.75],,,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Women
1,RAMÓN,JULIAN PUIGBLANQUE,ESP,top  1. | top  1. [3.16],top,52-,Puurs_(BEL)_2010,24 September - 25 September 2010,Men
2,JAKOB,SCHUBERT,AUT,top  1. | top  1. [3.16],43-,52-,Puurs_(BEL)_2010,24 September - 25 September 2010,Men
3,ADAM,ONDRA,CZE,top  1. | top  1. [3.16],46,49,Puurs_(BEL)_2010,24 September - 25 September 2010,Men
4,GAUTIER,SUPPER,FRA,35+  10. | top  1. [6.63],38,42,Puurs_(BEL)_2010,24 September - 25 September 2010,Men
5,PATXI,USOBIAGA LAKUNZA,ESP,25-  20. | 43   10. [14.83],39+,41+,Puurs_(BEL)_2010,24 September - 25 September 2010,Men
6,DAVID,LAMA,AUT,40-  5. | top  1. [4.69],43-,37,Puurs_(BEL)_2010,24 September - 25 September 2010,Men
7,SACHI,AMMA,JPN,top  1. | top  1. [3.16],40+,37-,Puurs_(BEL)_2010,24 September - 25 September 2010,Men
8,KLEMEN,BECAN,SLO,35+  10. | 39-  15. [13.06],39,28-,Puurs_(BEL)_2010,24 September - 25 September 2010,Men
9,THOMAS,TAUPORN,GER,37   7. | 43   10. [8.77],38-,,Puurs_(BEL)_2010,24 September - 25 September 2010,Men
10,JORG,VERHOEVEN,NED,40-  5. | 43+  9. [7.04],36+,,Puurs_(BEL)_2010,24 September - 25 September 2010,Men
11,MAX,RUDIGIER,AUT,35-  14. | 43   10. [12.63],34,,Puurs_(BEL)_2010,24 September - 25 September 2010,Men
12,STEFANO,GHISOLFI,ITA,34-  16. | 36   17. [16.75],33.5-,,Puurs_(BEL)_2010,24 September - 25 September 2010,Men
13,JAHA,KIM,KOR,21   30. | 32   24. [27.06],30+,,Puurs_(BEL)_2010,24 September - 25 September 2010,Men
14,FABRICE,LANDRY,FRA,35-  14. | 39-  15. [14.99],30-,,Puurs_(BEL)_2010,24 September - 25 September 2010,Men
15,SANGWON,SON,KOR,35+  10. | 43-  13. [11.96],25-,,Puurs_(BEL)_2010,24 September - 25 September 2010,Men
16,THOMAS,BALLET,FRA,24-  23. | 35+  19. [21.35],25-,,Puurs_(BEL)_2010,24 September - 25 September 2010,Men
17,MIKHAIL,CHERNIKOV,RUS,36+  9. | 41   14. [11.22],22,,Puurs_(BEL)_2010,24 September - 25 September 2010,Men
18,YURIY,DZYUBYAK,UKR,35   13. | 33-  20. [16.72],22,,Puurs_(BEL)_2010,24 September - 25 September 2010,Men
19,JAN,HOJER,GER,32-  18. | 30-  25. [21.21],22,,Puurs_(BEL)_2010,24 September - 25 September 2010,Men
20,MARIO,LECHNER,AUT,34-  16. | 44-  8. [11.49],21,,Puurs_(BEL)_2010,24 September - 25 September 2010,Men
21,ROMAIN,DESGRANGES,FRA,37-  8. | top  1. [5.66],21-,,Puurs_(BEL)_2010,24 September - 25 September 2010,Men
22,JURE,BECAN,SLO,24   22. | 35.5-  18. [19.90],18-,,Puurs_(BEL)_2010,24 September - 25 September 2010,Men
23,VICTOR,ESTELLER OCAÑA,ESP,24-  23. | 33-  20. [22.72],18-,,Puurs_(BEL)_2010,24 September - 25 September 2010,Men
24,DANIEL,MORENO DE LOS HUERTO,ESP,29-  19. | 23+  34. [25.60],18-,,Puurs_(BEL)_2010,24 September - 25 September 2010,Men
25,JURGEN,LIS,BEL,23   28. | 29+  26. [26.98],18-,,Puurs_(BEL)_2010,24 September - 25 September 2010,Men
26,TRUONG,NGO,NED,24+  21. | 26-  29. [24.89],15+,,Puurs_(BEL)_2010,24 September - 25 September 2010,Men
27,ELKO,SCHELLINGERHOUT,NED,24-  23. | 24-  31. [27.71],,,Puurs_(BEL)_2010,24 September - 25 September 2010,Men
28,FRANZ,KRAKENBERGER,SUI,13-  35. | 33-  20. [28.20],,,Puurs_(BEL)_2010,24 September - 25 September 2010,Men
28,MATEJ,SOVA,SLO,13-  35. | 33-  20. [28.20],,,Puurs_(BEL)_2010,24 September - 25 September 2010,Men
30,IVAN,KAUROV,RUS,23+  26. | 24-  31. [29.12],,,Puurs_(BEL)_2010,24 September - 25 September 2010,Men
31,SÉBASTIEN,BERTHE,BEL,22   29. | 26-  29. [29.25],,,Puurs_(BEL)_2010,24 September - 25 September 2010,Men
32,SIEBE,VANHEE,BEL,23+  26. | 21-  36. [31.31],,,Puurs_(BEL)_2010,24 September - 25 September 2010,Men
33,ERIK,GRANDELIUS,SWE,13-  35. | 28   27. [31.61],,,Puurs_(BEL)_2010,24 September - 25 September 2010,Men
34,WANNE,LIBOT,BEL,13-  35. | 26   28. [32.19],,,Puurs_(BEL)_2010,24 September - 25 September 2010,Men
35,JÜRGEN,REIS,AUT,21   30. | 21-  36. [33.59],,,Puurs_(BEL)_2010,24 September - 25 September 2010,Men
36,MICHAEL,TIMMERMANS,BEL,18-  32. | 23+  34. [33.74],,,Puurs_(BEL)_2010,24 September - 25 September 2010,Men
37,TIM,REUSER,NED,13-  35. | 24-  31. [34.41],,,Puurs_(BEL)_2010,24 September - 25 September 2010,Men
38,MATHIEU,PAUWELS,BEL,18-  32. | 20-  39. [35.87],,,Puurs_(BEL)_2010,24 September - 25 September 2010,Men
39,KRISTOF,DEDECKER,BEL,18-  32. | 17+  40. [36.33],,,Puurs_(BEL)_2010,24 September - 25 September 2010,Men
40,PAVLO,VEKLA,UKR,12+  40. | 21-  36. [38.47],,,Puurs_(BEL)_2010,24 September - 25 September 2010,Men
1,JAIN,KIM,KOR,top  1. | top  1. [2.50],47-,46-,Puurs_(BEL)_2010,24 September - 25 September 2010,Women
2,MATHILDE,BRUMAGNE,BEL,45   5. | 36+  16. [9.08],30-,43-,Puurs_(BEL)_2010,24 September - 25 September 2010,Women
3,ANGELA,EITER,AUT,top  1. | top  1. [2.50],30,40+,Puurs_(BEL)_2010,24 September - 25 September 2010,Women
4,MINA,MARKOVIC,SLO,45-  6. | top  1. [4.03],31-,40-,Puurs_(BEL)_2010,24 September - 25 September 2010,Women
5,ALIZÉE,DUFRAISSE,FRA,45-  6. | 38   6. [6.24],35-,37-,Puurs_(BEL)_2010,24 September - 25 September 2010,Women
6,KATHARINA,POSCH,AUT,top  1. | 33-  20. [7.25],30-,34+,Puurs_(BEL)_2010,24 September - 25 September 2010,Women
7,MAJA,STREMFELJ,SLO,top  1. | 38-  7. [4.87],30-,33-,Puurs_(BEL)_2010,24 September - 25 September 2010,Women
8,BARBARA,BACHER,AUT,43-  8. | 38-  7. [8.72],30-,31+,Puurs_(BEL)_2010,24 September - 25 September 2010,Women
9,YANA,CHERESHNEVA,RUS,37+  16. | 38-  7. [12.33],30-,,Puurs_(BEL)_2010,24 September - 25 September 2010,Women
10,EVGENIIA,MALAMID,RUS,38-  15. | 36+  16. [15.73],30-,,Puurs_(BEL)_2010,24 September - 25 September 2010,Women
11,CAROLINE,CIAVALDINI,FRA,40+  11. | 37-  14. [12.63],29+,,Puurs_(BEL)_2010,24 September - 25 September 2010,Women
12,NATALIJA,GROS,SLO,36+  17. | 38-  7. [12.71],29+,,Puurs_(BEL)_2010,24 September - 25 September 2010,Women
13,HÉLÈNE,JANICOT,FRA,38   14. | 37+  13. [13.49],29+,,Puurs_(BEL)_2010,24 September - 25 September 2010,Women
14,ALEXANDRA,EYER,SUI,39-  12. | top  1. [5.48],29,,Puurs_(BEL)_2010,24 September - 25 September 2010,Women
15,CHARLOTTE,DURIF,FRA,34   19. | 39-  5. [9.87],29-,,Puurs_(BEL)_2010,24 September - 25 September 2010,Women
16,JENNY,LAVARDA,ITA,32   21. | 37-  14. [17.66],29-,,Puurs_(BEL)_2010,24 September - 25 September 2010,Women
17,CHRISTINE,SCHRANZ,AUT,27+  26. | 34+  18. [21.63],29-,,Puurs_(BEL)_2010,24 September - 25 September 2010,Women
18,YUKA,KOBAYASHI,JPN,42-  9. | 38-  7. [9.50],28,,Puurs_(BEL)_2010,24 September - 25 September 2010,Women
18,MANUELA,SIGRIST,SUI,42-  9. | 38-  7. [9.50],28,,Puurs_(BEL)_2010,24 September - 25 September 2010,Women
20,SARA,AVOSCAN,ITA,38+  13. | 33-  20. [16.52],28-,,Puurs_(BEL)_2010,24 September - 25 September 2010,Women
21,KINGA,OCIEPKA,POL,34   19. | 28   25. [22.08],28-,,Puurs_(BEL)_2010,24 September - 25 September 2010,Women
22,NIKKI,VAN BERGEN,NED,32   21. | 33-  20. [21.25],25+,,Puurs_(BEL)_2010,24 September - 25 September 2010,Women
23,ASJA,GOSAR,SLO,32-  23. | 23+  28. [25.38],24,,Puurs_(BEL)_2010,24 September - 25 September 2010,Women
24,ANDREA BRIGITTA,SZEKELY,HUN,30-  24. | 29   24. [24.00],24-,,Puurs_(BEL)_2010,24 September - 25 September 2010,Women
25,MALGORZATA,KUSZTELAK,POL,26   27. | 30-  23. [24.92],17,,Puurs_(BEL)_2010,24 September - 25 September 2010,Women
26,HELENA,ALEMAN SOBRINO,ESP,35-  18. | 34   19. [18.49],15-,,Puurs_(BEL)_2010,24 September - 25 September 2010,Women
27,JULIA,SERRIÈRE,FRA,28   25. | 27-  26. [25.50],,,Puurs_(BEL)_2010,24 September - 25 September 2010,Women
28,AGATA,MODRZEJEWSKA,POL,19+  29. | 25+  27. [27.98],,,Puurs_(BEL)_2010,24 September - 25 September 2010,Women
29,MAGALI,HAYEN,BEL,25   28. | 19-  29. [28.50],,,Puurs_(BEL)_2010,24 September - 25 September 2010,Women
1,JAKOB,SCHUBERT,AUT,top  1. | top  1. [7.48],34+,33-,Huaiji_(CHN)_2010,29 October - 30 October 2010,Men
2,MANUEL,ROMAIN,FRA,top  1. | top  1. [7.48],32-,28+,Huaiji_(CHN)_2010,29 October - 30 October 2010,Men
3,THOMAS,TAUPORN,GER,top  1. | top  1. [7.48],26,28,Huaiji_(CHN)_2010,29 October - 30 October 2010,Men
4,RAMÓN,JULIAN PUIGBLANQUE,ESP,top  1. | top  1. [7.48],25,35+,Huaiji_(CHN)_2010,29 October - 30 October 2010,Men
5,DAVID,LAMA,AUT,top  1. | top  1. [7.48],25,29-,Huaiji_(CHN)_2010,29 October - 30 October 2010,Men
6,SACHI,AMMA,JPN,top  1. | top  1. [7.48],25,28-,Huaiji_(CHN)_2010,29 October - 30 October 2010,Men
7,AKITO,MATSUSHIMA,JPN,top  1. | top  1. [7.48],23,28,Huaiji_(CHN)_2010,29 October - 30 October 2010,Men
8,ADAM,ONDRA,CZE,top  1. | top  1. [7.48],19-,30-,Huaiji_(CHN)_2010,29 October - 30 October 2010,Men
9,PATXI,USOBIAGA LAKUNZA,ESP,top  1. | 31-  14. [10.77],,27+,Huaiji_(CHN)_2010,29 October - 30 October 2010,Men
10,GAUTIER,SUPPER,FRA,top  1. | top  1. [7.48],,27-,Huaiji_(CHN)_2010,29 October - 30 October 2010,Men
11,JAHA,KIM,KOR,30-  18. | 29   17. [17.49],,26+,Huaiji_(CHN)_2010,29 October - 30 October 2010,Men
12,MIKHAIL,CHERNIKOV,RUS,top  1. | top  1. [7.48],,25-,Huaiji_(CHN)_2010,29 October - 30 October 2010,Men
12,HYUNBIN,MIN,KOR,top  1. | top  1. [7.48],,25-,Huaiji_(CHN)_2010,29 October - 30 October 2010,Men
14,ROMAIN,DESGRANGES,FRA,top  1. | 23   22. [13.42],,25-,Huaiji_(CHN)_2010,29 October - 30 October 2010,Men
15,SANGWON,SON,KOR,top  1. | top  1. [7.48],,21-,Huaiji_(CHN)_2010,29 October - 30 October 2010,Men
15,KAZUMA,WATANABE,JPN,top  1. | top  1. [7.48],,21-,Huaiji_(CHN)_2010,29 October - 30 October 2010,Men
17,JIACUO,SUOLANG,CHN,32+  17. | 26-  18. [17.49],,21-,Huaiji_(CHN)_2010,29 October - 30 October 2010,Men
18,GHOLAMALI,BARATZADEH,IRI,29-  21. | 25-  20. [20.99],,21-,Huaiji_(CHN)_2010,29 October - 30 October 2010,Men
19,TATSUMI,NITTA,JPN,29+  19. | 31-  14. [16.60],,20,Huaiji_(CHN)_2010,29 October - 30 October 2010,Men
20,DAVOUD,REKABI,IRI,29-  21. | 25-  20. [20.99],,19,Huaiji_(CHN)_2010,29 October - 30 October 2010,Men
21,ZIDA,MA,CHN,36-  16. | 30-  16. [16.00],,19-,Huaiji_(CHN)_2010,29 October - 30 October 2010,Men
22,HAIBIN,QU,CHN,26   23. | 19   24. [23.49],,18+,Huaiji_(CHN)_2010,29 October - 30 October 2010,Men
23,KUEI CHI,PENG,TPE,21   25. | 18+  25. [25.00],,17-,Huaiji_(CHN)_2010,29 October - 30 October 2010,Men
24,CHIA CHU,CHANG,TPE,21+  24. | 23   22. [23.24],,16-,Huaiji_(CHN)_2010,29 October - 30 October 2010,Men
25,SEOLBIN,SIM,KOR,29   20. | 25+  19. [19.49],,13-,Huaiji_(CHN)_2010,29 October - 30 October 2010,Men
1,JAIN,KIM,KOR,top  1. | top  1. [5.29],top,Huaiji_(CHN)_2010,29 October - 30 October 2010,Women
2,MINA,MARKOVIC,SLO,top  1. | top  1. [5.29],top,Huaiji_(CHN)_2010,29 October - 30 October 2010,Women
3,NATALIJA,GROS,SLO,top  1. | top  1. [5.29],34-,Huaiji_(CHN)_2010,29 October - 30 October 2010,Women
4,YUKA,KOBAYASHI,JPN,33+  8. | top  1. [8.72],34-,Huaiji_(CHN)_2010,29 October - 30 October 2010,Women
5,ANGELA,EITER,AUT,top  1. | top  1. [5.29],top,Huaiji_(CHN)_2010,29 October - 30 October 2010,Women
6,CHARLOTTE,DURIF,FRA,27-  15. | 31   17. [15.97],34-,Huaiji_(CHN)_2010,29 October - 30 October 2010,Women
7,KATHARINA,POSCH,AUT,33+  8. | top  1. [8.72],33+,Huaiji_(CHN)_2010,29 October - 30 October 2010,Women
8,MATHILDE,BRUMAGNE,BEL,top  1. | top  1. [5.29],37-,Huaiji_(CHN)_2010,29 October - 30 October 2010,Women
9,AKIYO,NOGUCHI,JPN,33+  8. | top  1. [8.72],33+,Huaiji_(CHN)_2010,29 October - 30 October 2010,Women
10,CAROLINE,CIAVALDINI,FRA,26-  16. | top  1. [11.49],33+,Huaiji_(CHN)_2010,29 October - 30 October 2010,Women
11,BARBARA,BACHER,AUT,37-  7. | top  1. [7.48],33,Huaiji_(CHN)_2010,29 October - 30 October 2010,Women
12,HÉLÈNE,JANICOT,FRA,33   12. | top  1. [9.80],33,Huaiji_(CHN)_2010,29 October - 30 October 2010,Women
13,MOMOKA,ODA,JPN,33+  8. | 32   16. [12.33],33,Huaiji_(CHN)_2010,29 October - 30 October 2010,Women
14,YANA,CHERESHNEVA,RUS,top  1. | top  1. [5.29],33-,Huaiji_(CHN)_2010,29 October - 30 October 2010,Women
15,CHRISTINE,SCHRANZ,AUT,32+  13. | top  1. [10.20],33-,Huaiji_(CHN)_2010,29 October - 30 October 2010,Women
16,EVGENIIA,MALAMID,RUS,32-  14. | top  1. [10.58],33-,Huaiji_(CHN)_2010,29 October - 30 October 2010,Women
17,MAJA,STREMFELJ,SLO,26-  16. | top  1. [11.49],24-,Huaiji_(CHN)_2010,29 October - 30 October 2010,Women
18,XUHUA,PAN,CHN,21+  19. | 24+  21. [20.24],23-,Huaiji_(CHN)_2010,29 October - 30 October 2010,Women
19,ASJA,GOSAR,SLO,21+  19. | 25   19. [19.25],20-,Huaiji_(CHN)_2010,29 October - 30 October 2010,Women
20,RISA,OTA,JPN,24   18. | 28   18. [18.00],15,Huaiji_(CHN)_2010,29 October - 30 October 2010,Women
21,LAMU,RENQING,CHN,21   21. | 25-  20. [20.49],15-,Huaiji_(CHN)_2010,29 October - 30 October 2010,Women
1,RAMÓN,JULIAN PUIGBLANQUE,ESP,top  1. | top  1. [7.21],top,top,Kranj_(SLO)_2010,13 November - 14 November 2010,Men
2,ADAM,ONDRA,CZE,top  1. | top  1. [7.21],top,32,Kranj_(SLO)_2010,13 November - 14 November 2010,Men
3,JAKOB,SCHUBERT,AUT,top  1. | top  1. [7.21],32,31-,Kranj_(SLO)_2010,13 November - 14 November 2010,Men
4,GAUTIER,SUPPER,FRA,top  1. | top  1. [7.21],35,25-,Kranj_(SLO)_2010,13 November - 14 November 2010,Men
5,THOMAS,TAUPORN,GER,top  1. | 36+  14. [10.58],28-,25-,Kranj_(SLO)_2010,13 November - 14 November 2010,Men
6,JORG,VERHOEVEN,NED,top  1. | top  1. [7.21],27,24-,Kranj_(SLO)_2010,13 November - 14 November 2010,Men
7,MANUEL,ROMAIN,FRA,top  1. | top  1. [7.21],31,23,Kranj_(SLO)_2010,13 November - 14 November 2010,Men
8,KLEMEN,BECAN,SLO,top  1. | 24   30. [15.87],28+,20-,Kranj_(SLO)_2010,13 November - 14 November 2010,Men
9,JURE,RAZTRESEN,SLO,31-  26. | 34-  20. [24.15],27-,,Kranj_(SLO)_2010,13 November - 14 November 2010,Men
10,ROMAIN,DESGRANGES,FRA,top  1. | top  1. [7.21],26-,,Kranj_(SLO)_2010,13 November - 14 November 2010,Men
11,AKITO,MATSUSHIMA,JPN,33-  17. | top  1. [10.51],26-,,Kranj_(SLO)_2010,13 November - 14 November 2010,Men
12,YURIY,DZYUBYAK,UKR,32-  20. | top  1. [11.40],20-,,Kranj_(SLO)_2010,13 November - 14 November 2010,Men
13,HYUNBIN,MIN,KOR,31.5+  21. | 34-  20. [21.75],20-,,Kranj_(SLO)_2010,13 November - 14 November 2010,Men
14,DOMEN,SKOFIC,SLO,30-  29. | 35-  16. [23.32],18-,,Kranj_(SLO)_2010,13 November - 14 November 2010,Men
15,VALERIY,KRYUKOV,UKR,top  1. | 34-  20. [13.27],17,,Kranj_(SLO)_2010,13 November - 14 November 2010,Men
16,SANGWON,SON,KOR,top  1. | top  1. [7.21],15,,Kranj_(SLO)_2010,13 November - 14 November 2010,Men
17,MIKHAIL,CHERNIKOV,RUS,32+  18. | top  1. [10.97],15,,Kranj_(SLO)_2010,13 November - 14 November 2010,Men
18,SACHI,AMMA,JPN,top  1. | 34   19. [12.33],15,,Kranj_(SLO)_2010,13 November - 14 November 2010,Men
19,STEFANO,GHISOLFI,ITA,35   16. | 36-  15. [15.49],15,,Kranj_(SLO)_2010,13 November - 14 November 2010,Men
20,MASAKI,SHIBATA,JPN,31.5   23. | 25-  27. [25.15],15,,Kranj_(SLO)_2010,13 November - 14 November 2010,Men
21,MAGNUS,HÖGSTRÖM,SWE,32+  18. | 24-  34. [26.34],14-,,Kranj_(SLO)_2010,13 November - 14 November 2010,Men
22,DAVID,LAMA,AUT,top  1. | 37   13. [10.20],12,,Kranj_(SLO)_2010,13 November - 14 November 2010,Men
23,KAZUMA,WATANABE,JPN,top  1. | 35-  16. [11.66],12-,,Kranj_(SLO)_2010,13 November - 14 November 2010,Men
24,SHINTA,OZAWA,JPN,30-  29. | 35-  16. [23.32],12-,,Kranj_(SLO)_2010,13 November - 14 November 2010,Men
25,ALEXANDER,KALINA,RUS,31   25. | 33-  26. [25.50],12-,,Kranj_(SLO)_2010,13 November - 14 November 2010,Men
26,PATXI,USOBIAGA LAKUNZA,ESP,top  1. | top  1. [7.21],11,,Kranj_(SLO)_2010,13 November - 14 November 2010,Men
27,MATEJ,SOVA,SLO,30-  29. | 34-  20. [26.53],,,Kranj_(SLO)_2010,13 November - 14 November 2010,Men
28,FRANZ,KRAKENBERGER,SUI,31.5+  21. | 24-  34. [28.39],,,Kranj_(SLO)_2010,13 November - 14 November 2010,Men
29,SERGEJ,EPIH,SLO,30+  28. | 24+  29. [28.50],,,Kranj_(SLO)_2010,13 November - 14 November 2010,Men
30,HIROKI,TSUNODA,JPN,29-  40. | 34-  20. [30.22],,,Kranj_(SLO)_2010,13 November - 14 November 2010,Men
31,MYKHAYLO,SHALAGIN,UKR,30-  29. | 24   30. [31.75],,,Kranj_(SLO)_2010,13 November - 14 November 2010,Men
32,JAHA,KIM,KOR,29   37. | 24   30. [34.60],,,Kranj_(SLO)_2010,13 November - 14 November 2010,Men
33,KLEMEN,KEJZAR,SLO,30-  29. | 24-  34. [34.64],,,Kranj_(SLO)_2010,13 November - 14 November 2010,Men
34,TATSUMI,NITTA,JPN,31+  24. | 23-  52. [35.50],,,Kranj_(SLO)_2010,13 November - 14 November 2010,Men
35,MARCELLO,BOMBARDI,ITA,29-  40. | 24   30. [36.16],,,Kranj_(SLO)_2010,13 November - 14 November 2010,Men
36,MARTINO,ISCHIA,ITA,31-  26. | 23   48. [36.22],,,Kranj_(SLO)_2010,13 November - 14 November 2010,Men
37,JURE,BECAN,SLO,30-  29. | 23+  42. [37.74],,,Kranj_(SLO)_2010,13 November - 14 November 2010,Men
37,SILVIO,REFFO,ITA,30-  29. | 23+  42. [37.74],,,Kranj_(SLO)_2010,13 November - 14 November 2010,Men
39,SANDRO,DEUTSCHMANN,AUT,29   37. | 24-  34. [37.75],,,Kranj_(SLO)_2010,13 November - 14 November 2010,Men
40,ANTON,MARDASHOV,UKR,16-  57. | 33   25. [37.91],,,Kranj_(SLO)_2010,13 November - 14 November 2010,Men
41,MIKHAIL,KOCHETKOV,RUS,20.5-  55. | 25-  27. [38.89],,,Kranj_(SLO)_2010,13 November - 14 November 2010,Men
42,RUDI,MORODER,ITA,27-  44. | 24-  34. [40.85],,,Kranj_(SLO)_2010,13 November - 14 November 2010,Men
43,ERIK,GRANDELIUS,SWE,29+  36. | 23   48. [42.21],,,Kranj_(SLO)_2010,13 November - 14 November 2010,Men
44,JAN,HOJER,GER,26-  47. | 24-  34. [42.43],,,Kranj_(SLO)_2010,13 November - 14 November 2010,Men
44,JERNEJ,KRUDER,SLO,26-  47. | 24-  34. [42.43],,,Kranj_(SLO)_2010,13 November - 14 November 2010,Men
46,GEIR,SÖDERIN,SWE,29-  40. | 23+  42. [42.97],,,Kranj_(SLO)_2010,13 November - 14 November 2010,Men
46,ARMAN,TER-MINASYAN,RUS,29-  40. | 23+  42. [42.97],,,Kranj_(SLO)_2010,13 November - 14 November 2010,Men
48,MAX,RUDIGIER,AUT,29   37. | 23   48. [43.37],,,Kranj_(SLO)_2010,13 November - 14 November 2010,Men
49,FILIP,BABICZ,POL,27-  44. | 23+  42. [44.50],,,Kranj_(SLO)_2010,13 November - 14 November 2010,Men
50,SEOLBIN,SIM,KOR,26-  47. | 23+  42. [46.22],,,Kranj_(SLO)_2010,13 November - 14 November 2010,Men
51,OR,WECHSLER,ISR,16-  57. | 24-  34. [46.44],,,Kranj_(SLO)_2010,13 November - 14 November 2010,Men
52,ELKO,SCHELLINGERHOUT,NED,26+  46. | 23   48. [47.72],,,Kranj_(SLO)_2010,13 November - 14 November 2010,Men
53,EIRIK BIRKELUND,OLSEN,NOR,23+  51. | 23-  52. [52.00],,,Kranj_(SLO)_2010,13 November - 14 November 2010,Men
54,TRUONG,NGO,NED,24-  50. | 22-  54. [52.44],,,Kranj_(SLO)_2010,13 November - 14 November 2010,Men
55,IGOR,SOLOVEY,UKR,23+  51. | 22-  54. [53.22],,,Kranj_(SLO)_2010,13 November - 14 November 2010,Men
56,JÜRGEN,REIS,AUT,21-  53. | 22-  54. [54.24],,,Kranj_(SLO)_2010,13 November - 14 November 2010,Men
57,KONRAD,OCIEPKA,POL,21-  53. | 20   58. [55.70],,,Kranj_(SLO)_2010,13 November - 14 November 2010,Men
58,TOMAS,BINTER,CZE,16   56. | 21-  57. [56.50],,,Kranj_(SLO)_2010,13 November - 14 November 2010,Men
1,JAIN,KIM,KOR,27-  21. | top  1. [9.35],top,33+,Kranj_(SLO)_2010,13 November - 14 November 2010,Women
2,MINA,MARKOVIC,SLO,top  1. | top  1. [5.12],top,29-,Kranj_(SLO)_2010,13 November - 14 November 2010,Women
3,AKIYO,NOGUCHI,JPN,top  1. | top  1. [5.12],34-,27.5+,Kranj_(SLO)_2010,13 November - 14 November 2010,Women
4,ANGELA,EITER,AUT,top  1. | top  1. [5.12],37-,21-,Kranj_(SLO)_2010,13 November - 14 November 2010,Women
5,KATHARINA,POSCH,AUT,top  1. | 37-  7. [8.44],31-,21-,Kranj_(SLO)_2010,13 November - 14 November 2010,Women
6,NATALIJA,GROS,SLO,top  1. | top  1. [5.12],35-,20.5+,Kranj_(SLO)_2010,13 November - 14 November 2010,Women
7,MAJA,STREMFELJ,SLO,top  1. | 33   26. [13.96],31,20.5+,Kranj_(SLO)_2010,13 November - 14 November 2010,Women
8,YUKA,KOBAYASHI,JPN,33-  17. | 36+  13. [16.16],31+,20-,Kranj_(SLO)_2010,13 November - 14 November 2010,Women
